doc_id,doc_id_out,count
Rudyard Kipling,William Wordsworth,4
Joseph Conrad,Louis MacNeice,2
Joseph Conrad,Margery Kempe,1
Joseph Conrad,Marie de France,1
Joseph Conrad,Matthew Arnold,1
Joseph Conrad,Oscar Wilde,9
Joseph Conrad,Percy Bysshe Shelley,3
Joseph Conrad,Philip Sidney,3
Joseph Conrad,Robert Burns,1
Joseph Conrad,Rudyard Kipling,17
Joseph Conrad,Samuel Beckett,3
Joseph Conrad,Samuel Johnson,4
Joseph Conrad,Samuel Pepys,2
Joseph Conrad,Samuel Taylor Coleridge,5
Joseph Conrad,Seamus Heaney,4
Joseph Conrad,Stephen Spender,5
Joseph Conrad,T. S. Eliot,6
Joseph Conrad,Thomas Hobbes,1
Joseph Conrad,Thomas More,2
Joseph Conrad,Virginia Woolf,9
Joseph Conrad,W. B. Yeats,4
Joseph Conrad,W. H. Auden,4
Joseph Conrad,Walter Raleigh,2
Joseph Conrad,William Blake,3
Joseph Conrad,William Langland,1
Joseph Conrad,William Shakespeare,7
Joseph Conrad,William Wordsworth,2
W. B. Yeats,W. H. Auden,2
W. B. Yeats,Walter Raleigh,2
W. B. Yeats,William Blake,6
W. B. Yeats,William Langland,1
W. B. Yeats,William Shakespeare,4
W. B. Yeats,William Wordsworth,4
Virginia Woolf,W. B. Yeats,3
Virginia Woolf,W. H. Auden,5
Virginia Woolf,Walter Raleigh,1
Virginia Woolf,William Blake,1
Virginia Woolf,William Langland,1
Virginia Woolf,William Shakespeare,5
Virginia Woolf,William Wordsworth,1
James Joyce,Jane Austen,1
James Joyce,John Clare,1
James Joyce,John Donne,1
James Joyce,John Dryden,2
James Joyce,John Milton,4
James Joyce,John Stuart Mill,1
James Joyce,Jonathan Swift,1
James Joyce,Joseph Conrad,5
James Joyce,Katherine Philipps,1
James Joyce,Lord Byron,2
James Joyce,Louis MacNeice,3
James Joyce,Margaret Cavendish,1
James Joyce,Mary Robinson,1
James Joyce,Mary Wollstonecraft,1
James Joyce,Matthew Arnold,2
James Joyce,Oscar Wilde,6
James Joyce,Percy Bysshe Shelley,4
James Joyce,Philip Sidney,1
James Joyce,Robert Burns,1
James Joyce,Rudyard Kipling,1
James Joyce,Samuel Beckett,14
James Joyce,Samuel Taylor Coleridge,5
James Joyce,Seamus Heaney,6
James Joyce,Stephen Spender,3
James Joyce,T. S. Eliot,7
James Joyce,Thomas Hobbes,1
James Joyce,Thomas Malory,1
James Joyce,Thomas More,2
James Joyce,Virginia Woolf,7
James Joyce,W. B. Yeats,11
James Joyce,W. H. Auden,3
James Joyce,Walter Raleigh,1
James Joyce,William Blake,4
James Joyce,William Shakespeare,5
D. H. Lawrence,Daphne du Maurier,4
D. H. Lawrence,Edward Upward,1
D. H. Lawrence,Elizabeth Barrett Browning,3
D. H. Lawrence,Emily Brontë,1
D. H. Lawrence,Geoffrey Chaucer,1
D. H. Lawrence,George Bernard Shaw,4
D. H. Lawrence,George Eliot,2
D. H. Lawrence,George Herbert,2
D. H. Lawrence,George Orwell,13
D. H. Lawrence,James Boswell,1
D. H. Lawrence,James Joyce,5
D. H. Lawrence,Jane Austen,3
D. H. Lawrence,John Clare,1
D. H. Lawrence,John Donne,3
D. H. Lawrence,John Dryden,1
D. H. Lawrence,John Keats,2
D. H. Lawrence,John Locke,2
D. H. Lawrence,John Milton,7
D. H. Lawrence,John Stuart Mill,2
D. H. Lawrence,Jonathan Swift,1
D. H. Lawrence,Joseph Conrad,9
D. H. Lawrence,Lord Byron,2
D. H. Lawrence,Louis MacNeice,5
D. H. Lawrence,Mary Wollstonecraft,2
D. H. Lawrence,Matthew Arnold,1
D. H. Lawrence,Oscar Wilde,1
D. H. Lawrence,Percy Bysshe Shelley,2
D. H. Lawrence,Philip Sidney,1
D. H. Lawrence,Rex Warner,1
D. H. Lawrence,Robert Burns,2
D. H. Lawrence,Rudyard Kipling,3
D. H. Lawrence,Samuel Beckett,3
D. H. Lawrence,Samuel Johnson,4
D. H. Lawrence,Samuel Taylor Coleridge,4
D. H. Lawrence,Seamus Heaney,1
D. H. Lawrence,Stephen Spender,1
D. H. Lawrence,T. S. Eliot,7
D. H. Lawrence,Thomas Hobbes,1
D. H. Lawrence,Thomas More,1
D. H. Lawrence,Virginia Woolf,4
D. H. Lawrence,W. B. Yeats,5
D. H. Lawrence,W. H. Auden,4
D. H. Lawrence,William Blake,4
D. H. Lawrence,William Shakespeare,4
D. H. Lawrence,William Wordsworth,2
A. A. Milne,"Alfred, Lord Tennyson",3
A. A. Milne,Ann Radcliffe,1
A. A. Milne,Beatrix Potter,5
A. A. Milne,Ben Jonson,1
A. A. Milne,Bram Stoker,2
A. A. Milne,C. S. Lewis,4
A. A. Milne,Cecil Day-Lewis,2
A. A. Milne,Charles Dickens,6
A. A. Milne,Charlotte Brontë,1
A. A. Milne,Charlotte Smith,1
A. A. Milne,Christopher Isherwood,1
A. A. Milne,Christopher Marlowe,1
A. A. Milne,D. H. Lawrence,3
A. A. Milne,Daphne du Maurier,5
A. A. Milne,Edmund Spenser,1
A. A. Milne,Emily Brontë,1
A. A. Milne,Geoffrey Chaucer,1
A. A. Milne,George Bernard Shaw,3
A. A. Milne,George Herbert,2
A. A. Milne,George Orwell,9
A. A. Milne,James Boswell,1
A. A. Milne,James Joyce,1
A. A. Milne,Jane Austen,1
A. A. Milne,John Donne,2
A. A. Milne,John Dryden,3
A. A. Milne,John Gower,1
A. A. Milne,John Locke,2
A. A. Milne,John Milton,2
A. A. Milne,Joseph Conrad,2
A. A. Milne,Lord Byron,1
A. A. Milne,Louis MacNeice,5
A. A. Milne,Mary Wollstonecraft,1
A. A. Milne,Oscar Wilde,2
A. A. Milne,Percy Bysshe Shelley,1
A. A. Milne,Philip Sidney,1
A. A. Milne,Rex Warner,2
A. A. Milne,Robert Burns,1
A. A. Milne,Rudyard Kipling,5
A. A. Milne,Samuel Beckett,6
A. A. Milne,Samuel Johnson,1
A. A. Milne,Samuel Pepys,2
A. A. Milne,Samuel Taylor Coleridge,1
A. A. Milne,Seamus Heaney,1
A. A. Milne,Stephen Spender,1
A. A. Milne,T. S. Eliot,2
A. A. Milne,Thomas Hobbes,2
A. A. Milne,Thomas More,1
A. A. Milne,Virginia Woolf,2
A. A. Milne,W. B. Yeats,1
A. A. Milne,W. H. Auden,1
A. A. Milne,Walter Raleigh,1
A. A. Milne,William Blake,3
A. A. Milne,William Langland,1
A. A. Milne,William Wordsworth,1
Beatrix Potter,Ben Jonson,2
Beatrix Potter,C. S. Lewis,5
Beatrix Potter,Cecil Day-Lewis,1
Beatrix Potter,Charles Dickens,9
Beatrix Potter,Charlotte Brontë,3
Beatrix Potter,Charlotte Smith,1
Beatrix Potter,Christopher Isherwood,2
Beatrix Potter,Christopher Marlowe,3
Beatrix Potter,D. H. Lawrence,4
Beatrix Potter,Daphne du Maurier,2
Beatrix Potter,Edmund Spenser,1
Beatrix Potter,Edward Upward,1
Beatrix Potter,Elizabeth Barrett Browning,3
Beatrix Potter,Emilia Lanier,1
Beatrix Potter,Emily Brontë,1
Beatrix Potter,Geoffrey Chaucer,2
Beatrix Potter,George Bernard Shaw,7
Beatrix Potter,George Eliot,1
Beatrix Potter,George Orwell,6
Beatrix Potter,Henry Vaughan,2
Beatrix Potter,James Boswell,1
Beatrix Potter,James Joyce,2
Beatrix Potter,Jane Austen,3
Beatrix Potter,John Clare,2
Beatrix Potter,John Donne,2
Beatrix Potter,John Dryden,2
Beatrix Potter,John Gower,1
Beatrix Potter,John Keats,1
Beatrix Potter,John Locke,1
Beatrix Potter,John Milton,3
Beatrix Potter,John Stuart Mill,2
Beatrix Potter,Jonathan Swift,1
Beatrix Potter,Joseph Conrad,1
Beatrix Potter,Lord Byron,3
Beatrix Potter,Louis MacNeice,3
Beatrix Potter,Marie de France,1
Beatrix Potter,Mary Robinson,1
Beatrix Potter,Mary Wollstonecraft,4
Beatrix Potter,Matthew Arnold,2
Beatrix Potter,Oscar Wilde,4
Beatrix Potter,Percy Bysshe Shelley,3
Beatrix Potter,Philip Sidney,2
Beatrix Potter,Robert Burns,2
Beatrix Potter,Rudyard Kipling,7
Beatrix Potter,Samuel Beckett,4
Beatrix Potter,Samuel Johnson,2
Beatrix Potter,Samuel Pepys,3
Beatrix Potter,Samuel Taylor Coleridge,6
Beatrix Potter,Stephen Spender,2
Beatrix Potter,T. S. Eliot,8
Beatrix Potter,Thomas Hobbes,1
Beatrix Potter,Thomas Malory,1
Beatrix Potter,Thomas More,1
Beatrix Potter,Virginia Woolf,7
Beatrix Potter,W. B. Yeats,1
Beatrix Potter,W. H. Auden,3
Beatrix Potter,Walter Raleigh,2
Beatrix Potter,William Blake,2
Beatrix Potter,William Langland,1
Beatrix Potter,William Shakespeare,2
Beatrix Potter,William Wordsworth,4
C. S. Lewis,Cecil Day-Lewis,8
C. S. Lewis,Charles Dickens,8
C. S. Lewis,Charlotte Brontë,3
C. S. Lewis,Charlotte Smith,1
C. S. Lewis,Christina Rossetti,3
C. S. Lewis,Christopher Isherwood,3
C. S. Lewis,Christopher Marlowe,5
C. S. Lewis,D. H. Lawrence,2
C. S. Lewis,Daphne du Maurier,1
C. S. Lewis,Edmund Spenser,6
C. S. Lewis,Edward Upward,1
C. S. Lewis,Elizabeth Barrett Browning,1
C. S. Lewis,Felicia Hemans,1
C. S. Lewis,Geoffrey Chaucer,5
C. S. Lewis,George Bernard Shaw,7
C. S. Lewis,George Eliot,3
C. S. Lewis,George Herbert,3
C. S. Lewis,George Orwell,12
C. S. Lewis,Henry Vaughan,1
C. S. Lewis,James Boswell,1
C. S. Lewis,James Joyce,4
C. S. Lewis,Jane Austen,1
C. S. Lewis,John Clare,3
C. S. Lewis,John Donne,6
C. S. Lewis,John Dryden,3
C. S. Lewis,John Gower,1
C. S. Lewis,John Keats,2
C. S. Lewis,John Locke,2
C. S. Lewis,John Milton,9
C. S. Lewis,John Stuart Mill,4
C. S. Lewis,Jonathan Swift,3
C. S. Lewis,Joseph Conrad,3
C. S. Lewis,Katherine Philipps,1
C. S. Lewis,Lord Byron,3
C. S. Lewis,Louis MacNeice,11
C. S. Lewis,Margaret Cavendish,1
C. S. Lewis,Margery Kempe,4
C. S. Lewis,Mary Wollstonecraft,2
C. S. Lewis,Matthew Arnold,1
C. S. Lewis,Oscar Wilde,11
C. S. Lewis,Percy Bysshe Shelley,3
C. S. Lewis,Rex Warner,2
C. S. Lewis,Rudyard Kipling,9
C. S. Lewis,Samuel Beckett,10
C. S. Lewis,Samuel Johnson,4
C. S. Lewis,Samuel Pepys,3
C. S. Lewis,Samuel Taylor Coleridge,3
C. S. Lewis,Seamus Heaney,4
C. S. Lewis,Stephen Spender,3
C. S. Lewis,T. S. Eliot,11
C. S. Lewis,Thomas Hobbes,4
C. S. Lewis,Thomas More,3
C. S. Lewis,Virginia Woolf,4
C. S. Lewis,W. B. Yeats,6
C. S. Lewis,W. H. Auden,13
C. S. Lewis,Walter Raleigh,1
C. S. Lewis,William Blake,11
C. S. Lewis,William Langland,3
C. S. Lewis,William Shakespeare,6
C. S. Lewis,William Wordsworth,2
Daphne du Maurier,Edmund Spenser,1
Daphne du Maurier,Emily Brontë,1
Daphne du Maurier,Geoffrey Chaucer,1
Daphne du Maurier,George Bernard Shaw,1
Daphne du Maurier,George Orwell,3
Daphne du Maurier,Henry Vaughan,2
Daphne du Maurier,James Boswell,1
Daphne du Maurier,Jane Austen,2
Daphne du Maurier,John Donne,1
Daphne du Maurier,John Dryden,1
Daphne du Maurier,John Gower,1
Daphne du Maurier,John Locke,2
Daphne du Maurier,John Milton,1
Daphne du Maurier,John Stuart Mill,1
Daphne du Maurier,Jonathan Swift,1
Daphne du Maurier,Katherine Philipps,1
Daphne du Maurier,Louis MacNeice,2
Daphne du Maurier,Margaret Cavendish,2
Daphne du Maurier,Mary Robinson,1
Daphne du Maurier,Mary Wollstonecraft,3
Daphne du Maurier,Oscar Wilde,1
Daphne du Maurier,Percy Bysshe Shelley,1
Daphne du Maurier,Robert Burns,1
Daphne du Maurier,Rudyard Kipling,3
Daphne du Maurier,Samuel Beckett,2
Daphne du Maurier,Samuel Johnson,3
Daphne du Maurier,Samuel Pepys,2
Daphne du Maurier,Samuel Taylor Coleridge,2
Daphne du Maurier,Thomas Hobbes,3
Daphne du Maurier,Thomas Malory,1
Daphne du Maurier,Virginia Woolf,2
Daphne du Maurier,W. B. Yeats,1
Daphne du Maurier,W. H. Auden,1
Daphne du Maurier,Walter Raleigh,3
Daphne du Maurier,William Blake,3
Daphne du Maurier,William Langland,1
Daphne du Maurier,William Shakespeare,1
Daphne du Maurier,William Wordsworth,1
T. S. Eliot,Thomas Malory,3
T. S. Eliot,Thomas More,6
T. S. Eliot,Virginia Woolf,7
T. S. Eliot,W. B. Yeats,7
T. S. Eliot,W. H. Auden,14
T. S. Eliot,Walter Raleigh,2
T. S. Eliot,William Blake,8
T. S. Eliot,William Shakespeare,10
T. S. Eliot,William Wordsworth,5
George Orwell,Henry Vaughan,2
George Orwell,James Boswell,3
George Orwell,James Joyce,4
George Orwell,Jane Austen,9
George Orwell,John Clare,3
George Orwell,John Donne,4
George Orwell,John Dryden,9
George Orwell,John Gower,1
George Orwell,John Keats,8
George Orwell,John Milton,12
George Orwell,John Stuart Mill,4
George Orwell,Jonathan Swift,3
George Orwell,Joseph Conrad,20
George Orwell,Lord Byron,3
George Orwell,Louis MacNeice,17
George Orwell,Margery Kempe,1
George Orwell,Mary Robinson,1
George Orwell,Mary Wollstonecraft,1
George Orwell,Matthew Arnold,4
George Orwell,Oscar Wilde,4
George Orwell,Percy Bysshe Shelley,7
George Orwell,Philip Sidney,1
George Orwell,Rex Warner,11
George Orwell,Robert Burns,2
George Orwell,Rudyard Kipling,19
George Orwell,Samuel Beckett,6
George Orwell,Samuel Johnson,12
George Orwell,Samuel Pepys,2
George Orwell,Samuel Taylor Coleridge,8
George Orwell,Seamus Heaney,5
George Orwell,Stephen Spender,18
George Orwell,T. S. Eliot,18
George Orwell,Thomas Malory,3
George Orwell,Thomas More,5
George Orwell,Virginia Woolf,14
George Orwell,W. B. Yeats,4
George Orwell,W. H. Auden,12
George Orwell,Walter Raleigh,3
George Orwell,William Blake,7
George Orwell,William Langland,1
George Orwell,William Shakespeare,9
George Orwell,William Wordsworth,5
Samuel Beckett,Samuel Johnson,6
Samuel Beckett,Samuel Pepys,2
Samuel Beckett,Samuel Taylor Coleridge,2
Samuel Beckett,Seamus Heaney,8
Samuel Beckett,Stephen Spender,4
Samuel Beckett,T. S. Eliot,10
Samuel Beckett,Thomas Hobbes,2
Samuel Beckett,Virginia Woolf,10
Samuel Beckett,W. B. Yeats,7
Samuel Beckett,W. H. Auden,5
Samuel Beckett,Walter Raleigh,2
Samuel Beckett,William Blake,3
Samuel Beckett,William Langland,1
Samuel Beckett,William Shakespeare,3
W. H. Auden,Walter Raleigh,4
W. H. Auden,William Blake,5
W. H. Auden,William Langland,3
W. H. Auden,William Shakespeare,7
W. H. Auden,William Wordsworth,3
Louis MacNeice,Matthew Arnold,1
Louis MacNeice,Oscar Wilde,2
Louis MacNeice,Percy Bysshe Shelley,4
Louis MacNeice,Rex Warner,8
Louis MacNeice,Robert Burns,2
Louis MacNeice,Rudyard Kipling,6
Louis MacNeice,Samuel Beckett,8
Louis MacNeice,Samuel Johnson,2
Louis MacNeice,Samuel Taylor Coleridge,2
Louis MacNeice,Seamus Heaney,6
Louis MacNeice,Stephen Spender,14
Louis MacNeice,T. S. Eliot,11
Louis MacNeice,Virginia Woolf,4
Louis MacNeice,W. B. Yeats,5
Louis MacNeice,W. H. Auden,19
Louis MacNeice,Walter Raleigh,2
Louis MacNeice,William Blake,6
Louis MacNeice,William Shakespeare,4
Louis MacNeice,William Wordsworth,1
Cecil Day-Lewis,Charles Dickens,3
Cecil Day-Lewis,Christopher Isherwood,2
Cecil Day-Lewis,Daphne du Maurier,2
Cecil Day-Lewis,Edward Upward,3
Cecil Day-Lewis,Elizabeth Barrett Browning,1
Cecil Day-Lewis,Emily Brontë,1
Cecil Day-Lewis,Felicia Hemans,1
Cecil Day-Lewis,George Bernard Shaw,2
Cecil Day-Lewis,George Eliot,2
Cecil Day-Lewis,George Orwell,6
Cecil Day-Lewis,Jane Austen,1
Cecil Day-Lewis,John Donne,1
Cecil Day-Lewis,John Dryden,2
Cecil Day-Lewis,John Keats,3
Cecil Day-Lewis,John Locke,2
Cecil Day-Lewis,John Milton,1
Cecil Day-Lewis,John Stuart Mill,2
Cecil Day-Lewis,Jonathan Swift,3
Cecil Day-Lewis,Joseph Conrad,3
Cecil Day-Lewis,Lord Byron,1
Cecil Day-Lewis,Louis MacNeice,8
Cecil Day-Lewis,Oscar Wilde,2
Cecil Day-Lewis,Percy Bysshe Shelley,4
Cecil Day-Lewis,Rex Warner,3
Cecil Day-Lewis,Robert Burns,2
Cecil Day-Lewis,Rudyard Kipling,7
Cecil Day-Lewis,Samuel Beckett,3
Cecil Day-Lewis,Samuel Johnson,3
Cecil Day-Lewis,Seamus Heaney,3
Cecil Day-Lewis,Stephen Spender,5
Cecil Day-Lewis,T. S. Eliot,4
Cecil Day-Lewis,Thomas Hobbes,3
Cecil Day-Lewis,Thomas Malory,1
Cecil Day-Lewis,Thomas More,1
Cecil Day-Lewis,Virginia Woolf,4
Cecil Day-Lewis,W. B. Yeats,2
Cecil Day-Lewis,W. H. Auden,7
Cecil Day-Lewis,Walter Raleigh,1
Cecil Day-Lewis,William Blake,2
Cecil Day-Lewis,William Langland,1
Cecil Day-Lewis,William Wordsworth,2
Stephen Spender,T. S. Eliot,8
Stephen Spender,Virginia Woolf,2
Stephen Spender,W. B. Yeats,4
Stephen Spender,W. H. Auden,16
Stephen Spender,William Blake,2
Stephen Spender,William Shakespeare,2
Christopher Isherwood,Christopher Marlowe,1
Christopher Isherwood,D. H. Lawrence,3
Christopher Isherwood,Edward Upward,5
Christopher Isherwood,Geoffrey Chaucer,1
Christopher Isherwood,George Bernard Shaw,2
Christopher Isherwood,George Eliot,1
Christopher Isherwood,George Herbert,1
Christopher Isherwood,George Orwell,9
Christopher Isherwood,John Donne,2
Christopher Isherwood,John Dryden,2
Christopher Isherwood,John Keats,1
Christopher Isherwood,John Milton,4
Christopher Isherwood,John Stuart Mill,2
Christopher Isherwood,Joseph Conrad,3
Christopher Isherwood,Lord Byron,1
Christopher Isherwood,Louis MacNeice,5
Christopher Isherwood,Oscar Wilde,1
Christopher Isherwood,Percy Bysshe Shelley,1
Christopher Isherwood,Rex Warner,3
Christopher Isherwood,Rudyard Kipling,2
Christopher Isherwood,Samuel Pepys,1
Christopher Isherwood,Seamus Heaney,1
Christopher Isherwood,Stephen Spender,5
Christopher Isherwood,T. S. Eliot,4
Christopher Isherwood,Thomas Hobbes,1
Christopher Isherwood,Thomas Malory,1
Christopher Isherwood,Thomas More,1
Christopher Isherwood,Virginia Woolf,2
Christopher Isherwood,W. H. Auden,12
Christopher Isherwood,Walter Raleigh,1
Christopher Isherwood,William Blake,1
Edward Upward,George Bernard Shaw,2
Edward Upward,George Eliot,2
Edward Upward,George Orwell,6
Edward Upward,James Joyce,3
Edward Upward,John Dryden,1
Edward Upward,John Keats,1
Edward Upward,John Milton,1
Edward Upward,Louis MacNeice,6
Edward Upward,Marie de France,1
Edward Upward,Oscar Wilde,1
Edward Upward,Percy Bysshe Shelley,1
Edward Upward,Rex Warner,3
Edward Upward,Robert Burns,2
Edward Upward,Rudyard Kipling,2
Edward Upward,Samuel Beckett,4
Edward Upward,Samuel Johnson,1
Edward Upward,Samuel Pepys,1
Edward Upward,Seamus Heaney,1
Edward Upward,Stephen Spender,5
Edward Upward,T. S. Eliot,2
Edward Upward,Thomas More,1
Edward Upward,Virginia Woolf,3
Edward Upward,W. H. Auden,5
Edward Upward,William Blake,2
Edward Upward,William Shakespeare,1
Edward Upward,William Wordsworth,1
Rex Warner,Robert Burns,2
Rex Warner,Rudyard Kipling,4
Rex Warner,Samuel Beckett,1
Rex Warner,Stephen Spender,4
Rex Warner,T. S. Eliot,3
Rex Warner,Thomas Hobbes,1
Rex Warner,Virginia Woolf,1
Rex Warner,W. H. Auden,3
Rex Warner,William Blake,1
Rex Warner,William Langland,1
Rex Warner,William Shakespeare,2
Seamus Heaney,Stephen Spender,2
Seamus Heaney,T. S. Eliot,6
Seamus Heaney,Thomas More,2
Seamus Heaney,Virginia Woolf,2
Seamus Heaney,W. B. Yeats,4
Seamus Heaney,W. H. Auden,5
Seamus Heaney,William Shakespeare,1
Seamus Heaney,William Wordsworth,1
