Genus,Species,Date
Setophaga,tigrina,9/16/17
Setophaga,tigrina,9/17/17
Setophaga,tigrina,9/17/17
Setophaga,tigrina,9/19/17
Setophaga,tigrina,9/20/17
Setophaga,tigrina,5/15/18
Setophaga,virens,9/18/17
Setophaga,virens,9/23/17
Setophaga,virens,9/25/17
Setophaga,virens,9/25/17
Setophaga,virens,9/27/17
Setophaga,virens,9/29/17
Setophaga,virens,9/29/17
Setophaga,virens,10/1/17
Setophaga,virens,10/1/17
Setophaga,virens,10/3/17
Setophaga,virens,10/10/17
Setophaga,virens,10/11/17
Setophaga,virens,10/15/17
Setophaga,virens,5/22/18
Setophaga,virens,5/4/18
Sitta,canadensis,9/4/17
Sitta,canadensis,10/29/17
Sphyrapicus,varius,9/28/17
Sphyrapicus,varius,10/2/17
Sphyrapicus,varius,10/10/17
Sphyrapicus,varius,10/10/17
Sphyrapicus,varius,10/10/17
Sphyrapicus,varius,10/11/17
Sphyrapicus,varius,10/11/17
Sphyrapicus,varius,10/26/17
Sphyrapicus,varius,11/5/17
Sphyrapicus,varius,4/13/18
Sphyrapicus,varius,4/8/18
Sphyrapicus,varius,4/14/18
Sphyrapicus,varius,4/14/18
Sphyrapicus,varius,4/13/18
Sphyrapicus,varius,4/12/18
Sphyrapicus,varius,4/12/18
Sphyrapicus,varius,4/12/18
Sphyrapicus,varius,4/13/18
Sphyrapicus,varius,4/13/18
Sphyrapicus,varius,4/13/18
Sphyrapicus,varius,4/12/18
Spizella,pusilla,10/16/17
Spizella,pusilla,10/23/17
Spizella,pusilla,10/26/17
Spizella,pusilla,11/4/17
Spizella,pusilla,4/13/18
Spizella,pusilla,4/13/18
Spizelloides,arborea,11/4/17
Spizelloides,arborea,11/4/17
Toxostoma,rufum,9/25/17
Toxostoma,rufum,4/27/18
Toxostoma,rufum,5/4/18
Toxostoma,rufum,5/5/18
Toxostoma,rufum,5/8/18
Troglodytes,aedon,9/21/17
Troglodytes,aedon,9/30/17
Troglodytes,aedon,10/3/17
Troglodytes,aedon,10/16/17
Troglodytes,aedon,10/26/17
Troglodytes,aedon,10/26/17
Troglodytes,aedon,10/26/17
Troglodytes,aedon,5/5/18
Troglodytes,aedon,5/15/18
Troglodytes,aedon,5/15/18
Troglodytes,hiemalis,9/22/17
Troglodytes,hiemalis,9/27/17
Troglodytes,hiemalis,10/5/17
Troglodytes,hiemalis,10/5/17
Troglodytes,hiemalis,10/7/17
Troglodytes,hiemalis,10/11/17
Troglodytes,hiemalis,10/12/17
Troglodytes,hiemalis,10/15/17
Troglodytes,hiemalis,10/15/17
Troglodytes,hiemalis,10/16/17
Troglodytes,hiemalis,10/17/17
Troglodytes,hiemalis,10/20/17
Troglodytes,hiemalis,10/20/17
Troglodytes,hiemalis,10/22/17
Troglodytes,hiemalis,10/22/17
Troglodytes,hiemalis,10/26/17
Troglodytes,hiemalis,10/26/17
Troglodytes,hiemalis,10/26/17
Troglodytes,hiemalis,10/26/17
Troglodytes,hiemalis,10/26/17
Troglodytes,hiemalis,10/27/17
Troglodytes,hiemalis,10/29/17
Troglodytes,hiemalis,10/29/17
Troglodytes,hiemalis,10/29/17
Troglodytes,hiemalis,10/29/17
Troglodytes,hiemalis,10/30/17
Troglodytes,hiemalis,10/30/17
Troglodytes,hiemalis,10/30/17
Troglodytes,hiemalis,10/30/17
Troglodytes,hiemalis,10/30/17
Troglodytes,hiemalis,10/31/17
Troglodytes,hiemalis,11/1/17
Troglodytes,hiemalis,11/1/17
Troglodytes,hiemalis,11/5/17
Vireo,olivaceus,10/17/17
Vireo,olivaceus,5/10/18
Vireo,olivaceus,5/15/18
Vireo,philadelphicus,9/19/17
Zonotrichia,albicollis,9/23/17
Zonotrichia,albicollis,9/29/17
Zonotrichia,albicollis,9/29/17
Zonotrichia,albicollis,9/29/17
Zonotrichia,albicollis,9/29/17
Zonotrichia,albicollis,10/1/17
Zonotrichia,albicollis,10/2/17
Zonotrichia,albicollis,10/2/17
Zonotrichia,albicollis,10/3/17
Zonotrichia,albicollis,10/4/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/5/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/6/17
Zonotrichia,albicollis,10/7/17
Zonotrichia,albicollis,10/8/17
Zonotrichia,albicollis,10/9/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/10/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/12/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/13/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/14/17
Zonotrichia,albicollis,10/15/17
Zonotrichia,albicollis,10/15/17
Zonotrichia,albicollis,10/15/17
Zonotrichia,albicollis,10/15/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/16/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/17/17
Zonotrichia,albicollis,10/18/17
Zonotrichia,albicollis,10/19/17
Zonotrichia,albicollis,10/19/17
Zonotrichia,albicollis,10/19/17
Zonotrichia,albicollis,10/19/17
Zonotrichia,albicollis,10/19/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/20/17
Zonotrichia,albicollis,10/21/17
Zonotrichia,albicollis,10/21/17
Zonotrichia,albicollis,10/21/17
Zonotrichia,albicollis,10/22/17
Zonotrichia,albicollis,10/22/17
Zonotrichia,albicollis,10/22/17
Zonotrichia,albicollis,10/22/17
Zonotrichia,albicollis,10/23/17
Zonotrichia,albicollis,10/25/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/27/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/28/17
Zonotrichia,albicollis,10/24/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/29/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/1/17
Zonotrichia,albicollis,11/2/17
Zonotrichia,albicollis,11/2/17
Zonotrichia,albicollis,11/2/17
Zonotrichia,albicollis,11/3/17
Zonotrichia,albicollis,11/3/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/4/17
Zonotrichia,albicollis,11/5/17
Zonotrichia,albicollis,11/6/17
Zonotrichia,albicollis,11/5/17
Zonotrichia,albicollis,11/5/17
Zonotrichia,albicollis,11/7/17
Zonotrichia,albicollis,9/28/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/11/17
Zonotrichia,albicollis,10/15/17
Zonotrichia,albicollis,10/24/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/26/17
Zonotrichia,albicollis,10/30/17
Zonotrichia,albicollis,10/31/17
Zonotrichia,albicollis,5/7/18
Zonotrichia,albicollis,5/10/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/8/18
Zonotrichia,albicollis,4/27/18
Zonotrichia,albicollis,5/7/18
Zonotrichia,albicollis,4/27/18
Zonotrichia,albicollis,5/14/18
Zonotrichia,albicollis,4/27/18
Zonotrichia,albicollis,4/27/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/1/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/4/18
Zonotrichia,albicollis,5/4/18
Zonotrichia,albicollis,5/4/18
Zonotrichia,albicollis,5/6/18
Zonotrichia,albicollis,5/8/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/3/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/2/18
Zonotrichia,albicollis,5/11/18
Zonotrichia,albicollis,5/11/18
Zonotrichia,albicollis,5/11/18
Zonotrichia,albicollis,5/15/18
Zonotrichia,leucophrys,9/25/17
Zonotrichia,leucophrys,10/5/17
Zonotrichia,leucophrys,10/10/17
Zonotrichia,leucophrys,10/11/17
Zonotrichia,leucophrys,10/12/17
Zonotrichia,leucophrys,10/17/17
Zonotrichia,leucophrys,10/20/17
Zonotrichia,leucophrys,10/26/17
Zonotrichia,leucophrys,10/26/17
Zonotrichia,leucophrys,10/26/17
Zonotrichia,leucophrys,11/3/17
Zonotrichia,leucophrys,5/2/18
Zonotrichia,leucophrys,5/15/18